aviario,lote,dia,energia_kwh
1118,13,14,163.048
1118,13,13,107.172
1118,13,12,149.073
1118,13,11,180.171
1118,13,10,153.104
1118,13,9,137.514
1118,13,8,131.962
1118,13,1,752.043
1118,13,7,126.9
1118,13,6,122.144
1118,13,5,108.73
1118,13,4,85.257
1118,13,3,78.403
1118,13,2,69.888
1118,13,1,77.574
1118,25,7,1115.306
1118,25,47,69.611
1118,25,46,190.11
1118,25,45,293.522
1118,25,44,290.26
1118,25,43,271.803
1118,25,6,1486.2610000000002
1118,25,42,241.526
1118,25,41,209.154
1118,25,40,237.393
1118,25,39,199.085
1118,25,38,174.836
1118,25,37,215.881
1118,25,36,208.386
1118,25,5,1358.807
1118,25,35,226.568
1118,25,34,209.33
1118,25,33,149.793
1118,25,32,143.249
1118,25,31,201.687
1118,25,30,219.316
1118,25,29,208.864
1118,25,4,818.815
1118,25,28,110.355
1118,25,27,123.986
1118,25,26,103.067
1118,25,25,122.889
1118,25,24,142.934
1118,25,23,106.759
1118,25,22,108.825
1118,25,3,648.816
1118,25,21,94.952
1118,25,20,103.338
1118,25,19,121.03
1118,25,18,114.424
1118,25,17,110.741
1118,25,16,57.133
1118,25,15,47.198
1118,25,2,371.16900000000004
1118,25,14,52.866
1118,25,13,49.757
1118,25,12,52.345
1118,25,11,53.753
1118,25,10,61.939
1118,25,9,52.023
1118,25,8,48.486
1118,25,1,286.55199999999996
1118,25,7,35.744
1118,25,6,40.98
1118,25,5,40.335
1118,25,4,33.425
1118,25,3,30.261
1118,25,2,38.554
1118,25,1,38.18
1118,23,7,1786.223
1118,23,45,274.817
1118,23,44,762.756
1118,23,43,748.65
1118,23,6,5385.527
1118,23,42,867.018
1118,23,41,855.697
1118,23,40,781.473
1118,23,39,768.43
1118,23,38,724.238
1118,23,37,703.197
1118,23,36,685.474
1118,23,5,4548.287
1118,23,35,698.668
1118,23,34,694.219
1118,23,33,603.999
1118,23,32,681.954
1118,23,31,654.099
1118,23,30,606.979
1118,23,29,608.369
1118,23,4,2629.0389999999998
1118,23,28,411.355
1118,23,27,414.76
1118,23,26,287.932
1118,23,25,327.948
1118,23,24,445.569
1118,23,23,411.554
1118,23,22,329.921
1118,23,3,2223.783
1118,23,21,338.797
1118,23,20,314.577
1118,23,19,331.207
1118,23,18,334.118
1118,23,17,357.452
1118,23,16,291.883
1118,23,15,255.749
1118,23,2,1488.309
1118,23,14,266.894
1118,23,13,234.44
1118,23,12,219.123
1118,23,11,239.257
1118,23,10,190.42
1118,23,9,174.79
1118,23,8,163.385
1118,23,1,897.54
1118,23,7,131.758
1118,23,6,109.567
1118,23,5,122.206
1118,23,4,107.543
1118,23,3,79.08
1118,23,2,129.983
1118,23,1,87.35
1118,17,7,3077.9080000000004
1118,17,49,0.0
1118,17,48,0.0
1118,17,47,633.917
1118,17,46,614.266
1118,17,45,622.127
1118,17,44,627.048
1118,17,43,580.55
1118,17,6,4909.7
1118,17,42,689.508
1118,17,41,750.808
1118,17,40,716.353
1118,17,39,713.476
1118,17,38,717.484
1118,17,37,602.106
1118,17,36,719.965
1118,17,5,3883.038
1118,17,35,660.465
1118,17,34,591.366
1118,17,33,556.214
1118,17,32,652.073
1118,17,31,524.796
1118,17,30,398.095
1118,17,29,500.029
1118,17,4,2630.5769999999998
1118,17,28,385.824
1118,17,27,432.541
1118,17,26,429.077
1118,17,25,405.332
1118,17,24,361.202
1118,17,23,337.385
1118,17,22,279.216
1118,17,3,1750.93
1118,17,21,271.86
1118,17,20,279.522
1118,17,19,295.677
1118,17,18,264.394
1118,17,17,213.721
1118,17,16,188.077
1118,17,15,237.679
1118,17,2,1312.288
1118,17,14,230.933
1118,17,13,206.793
1118,17,12,181.986
1118,17,11,126.745
1118,17,10,154.051
1118,17,9,231.636
1118,17,8,180.144
1118,17,1,1246.887
1118,17,7,151.312
1118,17,6,199.386
1118,17,5,203.397
1118,17,4,173.086
1118,17,3,164.724
1118,17,2,158.124
1118,17,1,128.895
1118,18,7,3992.483
1118,18,47,772.779
1118,18,46,827.519
1118,18,45,816.3
1118,18,44,769.976
1118,18,43,805.909
1118,18,6,5352.675
1118,18,42,819.639
1118,18,41,807.699
1118,18,40,818.559
1118,18,39,740.206
1118,18,38,728.964
1118,18,37,711.911
1118,18,36,725.697
1118,18,5,4277.713000000001
1118,18,35,643.72
1118,18,34,730.747
1118,18,33,667.82
1118,18,32,350.779
1118,18,31,636.055
1118,18,30,577.733
1118,18,29,670.859
1118,18,4,3863.889
1118,18,28,632.956
1118,18,27,569.415
1118,18,26,530.959
1118,18,25,554.892
1118,18,24,550.743
1118,18,23,534.017
1118,18,22,490.907
1118,18,3,2390.66
1118,18,21,391.436
1118,18,20,329.121
1118,18,19,329.801
1118,18,18,266.133
1118,18,17,289.145
1118,18,16,412.859
1118,18,15,372.165
1118,18,2,1764.819
1118,18,14,344.889
1118,18,13,304.934
1118,18,12,298.857
1118,18,11,256.813
1118,18,10,242.453
1118,18,9,170.865
1118,18,8,146.008
1118,18,1,914.071
1118,18,7,197.245
1118,18,6,192.27
1118,18,5,115.152
1118,18,4,90.878
1118,18,3,71.124
1118,18,2,70.239
1118,18,1,107.556
1118,24,7,2309.4219999999996
1118,24,49,102.235
1118,24,48,154.909
1118,24,47,418.282
1118,24,46,457.176
1118,24,45,427.964
1118,24,44,398.227
1118,24,43,350.629
1118,24,6,2996.153
1118,24,42,354.861
1118,24,41,426.74
1118,24,40,464.149
1118,24,39,457.0
1118,24,38,455.773
1118,24,37,421.305
1118,24,36,416.325
1118,24,5,2072.2650000000003
1118,24,35,355.642
1118,24,34,305.27
1118,24,33,296.278
1118,24,32,234.808
1118,24,31,277.637
1118,24,30,273.506
1118,24,29,329.124
1118,24,4,1748.158
1118,24,28,214.394
1118,24,27,144.865
1118,24,26,252.862
1118,24,25,284.095
1118,24,24,294.526
1118,24,23,278.49
1118,24,22,278.926
1118,24,3,1240.872
1118,24,21,241.647
1118,24,20,259.118
1118,24,19,198.865
1118,24,18,133.009
1118,24,17,191.212
1118,24,16,128.328
1118,24,15,88.693
1118,24,2,773.8889999999999
1118,24,14,179.548
1118,24,13,113.211
1118,24,12,98.786
1118,24,11,78.335
1118,24,10,137.617
1118,24,9,109.011
1118,24,8,57.381
1118,24,1,739.697
1118,24,7,93.086
1118,24,6,111.033
1118,24,5,126.106
1118,24,4,75.26
1118,24,3,114.853
1118,24,2,128.228
1118,24,1,61.057
1118,22,7,2877.878
1118,22,47,152.686
1118,22,46,669.561
1118,22,45,678.519
1118,22,44,656.165
1118,22,43,720.947
1118,22,6,4173.857
1118,22,42,659.634
1118,22,41,612.304
1118,22,40,576.061
1118,22,39,658.927
1118,22,38,581.67
1118,22,37,536.062
1118,22,36,549.199
1118,22,5,3662.9269999999997
1118,22,35,575.136
1118,22,34,503.945
1118,22,33,512.087
1118,22,32,568.051
1118,22,31,532.415
1118,22,30,507.486
1118,22,29,463.807
1118,22,4,2419.98
1118,22,28,404.726
1118,22,27,349.527
1118,22,26,325.085
1118,22,25,293.216
1118,22,24,225.259
1118,22,23,437.871
1118,22,22,384.296
1118,22,3,2242.332
1118,22,21,344.98
1118,22,20,337.84
1118,22,19,256.37
1118,22,18,366.909
1118,22,17,409.085
1118,22,16,293.688
1118,22,15,233.46
1118,22,2,1523.8719999999998
1118,22,14,134.654
1118,22,13,279.178
1118,22,12,254.99
1118,22,11,256.804
1118,22,10,192.558
1118,22,9,215.981
1118,22,8,189.707
1118,22,1,977.846
1118,22,7,155.995
1118,22,6,151.498
1118,22,5,189.457
1118,22,4,167.447
1118,22,3,141.722
1118,22,2,62.971
1118,22,1,54.59
1118,15,7,1937.755
1118,15,46,261.102
1118,15,45,454.3
1118,15,44,657.586
1118,15,43,564.767
1118,15,6,2985.77
1118,15,42,411.104
1118,15,41,339.585
1118,15,40,308.903
1118,15,39,407.693
1118,15,38,548.12
1118,15,37,522.31
1118,15,36,448.055
1118,15,5,2097.2470000000003
1118,15,35,237.058
1118,15,34,225.558
1118,15,33,379.103
1118,15,32,277.137
1118,15,31,208.496
1118,15,30,347.028
1118,15,29,422.867
1118,15,4,1238.798
1118,15,28,193.799
1118,15,27,216.267
1118,15,26,213.014
1118,15,25,201.11
1118,15,24,172.764
1118,15,23,120.129
1118,15,22,121.715
1118,15,3,1303.2359999999996
1118,15,21,139.379
1118,15,20,152.825
1118,15,19,315.909
1118,15,18,225.789
1118,15,17,199.884
1118,15,16,170.697
1118,15,15,98.753
1118,15,2,752.0519999999999
1118,15,14,79.351
1118,15,13,135.796
1118,15,12,172.284
1118,15,11,141.624
1118,15,10,94.725
1118,15,9,76.905
1118,15,8,51.367
1118,15,1,396.7170000000001
1118,15,7,44.442
1118,15,6,63.786
1118,15,5,68.929
1118,15,4,46.282
1118,15,3,47.586
1118,15,2,37.804
1118,15,1,49.971
